object_id,right_ascension,declination,ellipticity,position_angle,point_like_prob,det_quality_flag
-583723461477911194,58.372346103247374,-47.79111946339298,0.6814424395561218,37.71234130859375,1.6839845784488716e-06,0
-586159489477909726,58.6159489512297,-47.79097264519414,0.6904287338256836,-20.161155700683597,1.242454885641564e-07,0
2629849598655525599,262.9849598857392,65.55255995220743,0.6609721779823303,39.13291549682617,8.244492164521944e-06,0
2625327202655530690,262.532720254011,65.55306902413226,0.6386458277702332,-42.63142013549805,0.0045741139911115,0
2753315130649749341,275.3315130140503,64.97493416026848,0.6447206735610962,-52.42796325683594,1.1320325938868336e-06,0
2753918718649768861,275.3918718335188,64.97688614203722,0.6644836664199829,-28.748371124267575,0.0,0
-583567296477867259,58.35672966301338,-47.78672594858015,0.6309365034103394,-17.125843048095703,1.629467192287848e-07,0
2717945640660492232,271.7945640760448,66.0492232095404,0.8460777997970581,54.52104187011719,,0
2715661222660551689,271.5661222565961,66.055168945861,0.7591602802276611,59.0084342956543,,0
2748464960648495376,274.8464960624871,64.8495376153709,0.7383427023887634,71.39832305908203,0.0,0
-535044309272790922,53.504430960405045,-27.279092235214797,0.6491634249687195,-83.46844482421875,4.106228516320698e-05,0
-535251494272764107,53.52514944333633,-27.27641072167898,0.7736905813217163,-30.74129867553711,5.8026209444506094e-05,0
-533008980272760413,53.30089806395922,-27.27604136669208,0.6242634057998657,52.87661743164063,0.00061265763361,0
2752347127654797918,275.23471275426004,65.47979186642564,0.6581271290779114,87.24628448486328,6.193071749294177e-05,0
2755799895654805439,275.579989584206,65.48054398639928,0.6228147745132446,43.12856674194336,0.0006224816897884,0
-534649121272746649,53.46491214895612,-27.274664959501603,0.6284602284431458,-33.98648452758789,0.0024098423309624,0
2686207158651790889,268.6207158350648,65.17908890807048,0.6480857133865356,50.07537078857422,,0
-643394720483864060,64.33947209135285,-48.38640608047487,0.6619201302528381,13.273223876953123,0.000317174126394,0
-645084834483859390,64.50848349482962,-48.38593900699154,0.6601667404174805,-26.126867294311523,4.651003109756857e-05,0
2743006338666632147,274.300633810766,66.6632147847773,0.7832310795783997,-0.3415254354476928,0.0,0
2718318471652400631,271.83184719279546,65.240063142351,0.6842869520187378,43.92565155029297,2.2947259026295802e-07,0
2713563331652395338,271.3563331338896,65.23953384904091,0.6867046356201172,-5.444430828094482,,0
-642282239483853293,64.22822392575215,-48.38532930716827,0.7322444319725037,-69.86360931396484,8.457642252324149e-05,0
-568584106495683702,56.85841063465914,-49.56837023073003,0.6243677139282227,5.401089668273926,1.1519979125296231e-05,0
2732533702658003891,273.2533702903248,65.80038914870633,0.6805456876754761,64.85863494873047,0.000730728090275,0
2732942024658015529,273.29420243203145,65.80155294907851,0.6882723569869995,86.89259338378906,2.85811688627291e-06,0
2697074637670343092,269.7074637218185,67.0343092129575,0.611676037311554,-73.26882934570312,6.656554418782434e-09,0
2673717478670263883,267.37174785413225,67.02638831853093,0.7201350331306458,-63.98039245605469,0.0,0
-597567096491668427,59.75670968713536,-49.16684275106873,0.6569052338600159,87.35688018798828,0.0005082645220682,0
-598119620491660731,59.8119620531488,-49.16607310208783,0.6934420466423035,41.06539535522461,1.413309928466333e-05,0
-598793988491653478,59.87939881736504,-49.16534783364928,0.6688069701194763,-80.32190704345703,2.6603742298902944e-05,0
-602907038478425617,60.29070381046021,-47.84256173631135,0.6142976880073547,72.08161926269531,0.0040250779129564,0
2676639740678291822,267.6639740669073,67.82918229211634,0.6862006187438965,-3.964797258377075,4.00185126636643e-06,0
-512853087285012034,51.2853087381523,-28.5012034714741,0.6589739918708801,-64.7020492553711,1.0847081739484563e-06,0
-514478483284994503,51.44784837126477,-28.499450334086823,0.6472280025482178,-67.04373931884766,9.012322152557315e-06,0
2742853164681664072,274.2853164897611,68.16640725263518,0.7093614935874939,57.46942901611328,0.0004611271142493,0
-655339874481000231,65.53398741454566,-48.10002314576207,0.6543008685112,30.077856063842773,,0
-658813212480995139,65.88132125774509,-48.09951390977893,0.6195663213729858,39.5006217956543,,0
-521610346280945491,52.16103467771784,-28.094549161951512,0.7661277055740356,-9.4290771484375,,0
-663284973471448543,66.32849738746735,-47.144854378717945,0.6245049238204956,89.52804565429688,,0
2677558886662325275,267.75588864425896,66.23252759637195,0.6137785315513611,-61.52655029296875,2.0198015704409045e-07,0
-572950210504580447,57.29502100152232,-50.458044759131006,0.6602712273597717,63.90950775146485,0.0003412193036638,0
-635229497490105581,63.52294978397019,-49.01055813120167,0.7332659363746643,-84.45565795898438,1.1421973795222584e-05,0
2670910382662333534,267.0910382412317,66.23335346481765,0.6462018489837646,19.12519073486328,1.708890806639829e-09,0
2676935964662347480,267.693596403844,66.2347480889496,0.6213890910148621,31.378313064575195,3.91932566401465e-08,0
2672444200662353071,267.24442000100714,66.23530718360882,0.6474093198776245,87.92461395263672,0.0004342257161624,0
2675256145662359542,267.52561452383594,66.23595420950417,0.6217196583747864,-37.57774353027344,5.367171524994774e-07,0
2677856614662368449,267.78566149415155,66.23684496660296,0.6732052564620972,4.269418716430664,0.0002618284197524,0
2674471680662372609,267.4471680776428,66.23726092618271,0.7333996891975403,-80.08415222167969,2.1012909190432083e-09,0
-577956312504533502,57.79563123126376,-50.45335024405347,0.629880964756012,42.63839721679688,5.931976193096489e-05,0
2675022970662381325,267.5022970676525,66.23813259295056,0.6267092227935791,47.934078216552734,0.0155938239768147,0
-579426904501004512,57.942690476524895,-50.100451216366025,0.7291994094848633,0.3120261430740356,6.860992329826843e-11,0
-637810926465078075,63.781092609946434,-46.50780753081701,0.7161456942558289,-36.867462158203125,2.8805963665945452e-05,0
-638656531465079174,63.86565310838796,-46.507917498145936,0.7308260202407837,33.12340545654297,4.99862217111513e-05,0
-577449483501001914,57.74494835555125,-50.10019142274397,0.6590648293495178,70.76702880859375,0.000645006657578,0
-646959642462242320,64.69596425710192,-46.22423200287596,0.7441467046737671,-81.90613555908203,,0
-643668953465065170,64.36689534141448,-46.50651707065693,0.6215079426765442,10.299888610839844,7.834550785901229e-10,0
2729335083661972527,272.9335083582805,66.19725277365893,0.6355661749839783,41.0588264465332,0.000135767593747,0
-530795613270561910,53.07956136723497,-27.056191046724933,0.6560233235359192,85.77546691894531,,0
-556166066489164043,55.61660664098626,-48.9164043800993,0.6303216218948364,72.95578002929688,0.0001062214723788,0
-555415641489159926,55.54156413092906,-48.915992693077776,0.6164869666099548,-39.04619598388672,6.169730004668139e-11,0
-514858792269627317,51.48587920341174,-26.962731729884908,0.7449700236320496,-38.2467041015625,,0
-515016638269605305,51.501663891989054,-26.96053053757879,0.8605626225471497,-21.44718360900879,,0
2703947750657891677,270.3947750588186,65.78916772874291,0.7201528549194336,-71.90435028076172,,0
2701117737657889987,270.1117737457377,65.78899878631842,0.6214450001716614,57.94694900512695,,0
-523284671291029549,52.32846716633304,-29.10295498273704,0.6945508718490601,-1.6916989088058472,0.0002828572178259,0
2706360642657917375,270.63606420741473,65.79173751496776,0.7134009599685669,50.2716064453125,,0
-569606526498504674,56.96065267301648,-49.85046748993631,0.6508892774581909,0.4739429056644439,3.4833388440347335e-07,0
-525778715291007292,52.57787151189971,-29.10072929666197,0.6976915597915649,63.19457244873047,0.1609639525413513,0
-623854465479448888,62.38544654244949,-47.94488887194981,0.709469735622406,5.60609245300293,0.001299847732298,0
-597721404466880760,59.77214045223203,-46.68807605177794,0.7031363248825073,-48.392032623291016,5.4787600674899295e-05,0
-552735098494516813,55.27350989587876,-49.45168135319994,0.7416537404060364,-61.33490753173828,3.928308160539018e-06,0
-600593682466847466,60.05936822896936,-46.68474663172766,0.6306192874908447,-9.568846702575684,9.769549080829165e-08,0
-559980127494500796,55.99801277634784,-49.45007960531199,0.7240635752677917,-49.21990203857422,0.0004806558426935,0
-582815236509606064,58.28152367663764,-50.96060641274215,0.6250678896903992,-75.44915008544922,0.0033630952239036,0
-596897142466834962,59.68971423990909,-46.6834962472609,0.6741520166397095,-57.61503601074219,0.0019697132520377,0
-658167147483980791,65.8167147666538,-48.39807917511448,0.7231482267379761,-12.515787124633787,2.7306208405519783e-09,0
-558087406494496017,55.80874065905267,-49.44960177558768,0.6201738715171814,-31.466014862060547,8.005765494978333e-10,0
-582934912509595198,58.293491233904746,-50.95951984925614,0.6332413554191589,-81.16058349609375,0.0,0
-556496285492164590,55.64962859683076,-49.21645902944213,0.688363790512085,-39.09498596191406,3.738792742069563e-08,0
-532098821269836952,53.209882121915534,-26.9836952539484,0.6869708895683289,-58.98039627075195,1.0452318747411482e-05,0
-514419625269700374,51.441962576563824,-26.97003743272003,0.7300289273262024,27.569726943969727,9.312091009405776e-08,0
2728848717659261556,272.8848717122823,65.92615568628598,0.672446072101593,-42.84834671020508,0.0,0
-511555268269697621,51.155526809071645,-26.969762176363677,0.6630355715751648,6.137148857116699,0.0006287043797783,0
-533200532269833331,53.32005327655201,-26.983333145394585,0.6821934580802917,59.6546745300293,8.826588668853219e-07,0
-624486503471366119,62.44865038095854,-47.13661199752209,0.6228821873664856,79.94361114501953,0.0,0
-638888847463546899,63.88888470842517,-46.35468992377711,0.7753328680992126,-3.2251524925231934,,0
-621759966471349752,62.17599663420246,-47.13497523122592,0.7069205641746521,16.071866989135742,0.0011414138134568,0
-598407734499649138,59.84077340681761,-49.96491380716374,0.6413717865943909,27.530214309692383,,0
-641153245463476231,64.11532454485133,-46.34762311616476,0.6735996603965759,-10.107385635375977,,0
-584639274477851740,58.46392749077327,-47.78517400387795,0.643112301826477,-55.15909576416016,0.0001997554936679,0
2753223094649812031,275.3223094867796,64.9812031132379,0.6529039144515991,-50.072296142578125,1.8204315210823552e-06,0
2757963140649803763,275.7963140715302,64.98037638825328,0.6537408828735352,-1.798574447631836,5.525704338538163e-08,0
-587423017477828505,58.74230171156068,-47.782850511601126,0.6524310111999512,54.80096435546875,0.0,0
2756055198649831409,275.6055198056567,64.98314096614227,0.6630983352661133,-48.72196578979492,1.776699718902819e-05,0
2748010766649829511,274.80107667740543,64.98295115217762,0.6526358127593994,-82.99577331542969,0.0019379516597837,0
-581309768477816035,58.13097682517404,-47.78160352594195,0.6797659397125244,-39.35820770263672,3.239327139858972e-10,0
2712240936650503330,271.2240936141672,65.05033300759331,0.6160630583763123,38.6077766418457,1.3649216867861469e-08,0
2747065911664616942,274.7065911555184,66.46169425762022,0.6214654445648193,-24.94715881347656,0.0030225415248423,0
2737187571664636270,273.7187571700984,66.46362705956268,0.6616055369377136,-79.32740020751953,8.623317881983895e-08,0
