object_id,right_ascension,declination,ellipticity,position_angle,point_like_prob,extended_prob,blended_prob,det_quality_flag
2665301310670839395,266.53013104676506,67.08393959623018,0.033238485455513,44.02023696899414,0.0082381162792444,,,0
2726948316644711355,272.6948316741703,64.47113551717192,0.0195992980152368,-46.40491485595703,0.880193293094635,,,0
2720690530644703558,272.06905307264645,64.47035583054638,0.056159857660532,24.7014274597168,0.0152952605858445,,,0
-593835133491062755,59.38351338535099,-49.10627551994088,0.0194123368710279,-51.48108673095703,1.0730292387961526e-06,,,0
2675997631670843031,267.5997631937761,67.08430315002344,0.0473682135343551,18.84935760498047,0.9087945818901062,,,0
2669751953670860821,266.975195398351,67.08608219324368,0.0543342567980289,61.71406555175781,0.0007753415266051,,,0
2725286323644730700,272.5286323994879,64.47307008060767,0.0462983958423137,18.83230972290039,1.5214430959531455e-06,,,0
2697908231644314255,269.7908231713269,64.43142553183695,0.0564594194293022,-11.231197357177734,0.8525682687759399,,,0
-593317858491060154,59.33178587167279,-49.10601540243881,0.0070481565780937,-61.705055236816406,0.0014276674482971,,,0
-599405296491056115,59.94052965745982,-49.10561156448073,0.0319646261632442,2.909625291824341,0.958262860774994,,,0
2699523857644325685,269.95238577978387,64.4325685676037,0.0563492700457572,79.99256134033203,0.3018228113651275,,,0
2700672086644331557,270.06720867609545,64.43315574002905,0.0451958701014518,62.88444519042969,0.9842525124549866,,,0
2708493638644325997,270.8493638476029,64.43259975460589,0.0379776209592819,-1.979176640510559,0.0617932416498661,,,0
-658738684467617204,65.87386843634845,-46.761720483046034,0.0646277293562889,60.62504959106445,3.876163001681476e-10,,,0
2651069193676349162,265.10691932297846,67.63491626218415,0.0436914078891277,-53.09835433959961,0.0208204463124275,,,0
-526051743282317568,52.60517433718208,-28.23175681316159,0.0141504975035786,-85.66738891601562,,,,0
-664446385467606519,66.44463859463491,-46.760651988875466,0.0649317726492881,-81.14522552490234,0.0355102345347404,,,0
-659901604467607935,65.99016042990556,-46.76079356694504,0.0413097962737083,3.7805063724517822,0.0012882384471595,,,0
2650949160676356616,265.0949160992299,67.63566168432939,0.015031162649393,-21.080419540405277,0.9470149874687196,,,0
-578580136510221153,57.85801366330199,-51.02211532894614,0.0272062979638576,7.931291580200195,0.9885066747665404,,,0
-654762223484609623,65.47622234617359,-48.46096238767674,0.0554799474775791,22.607913970947266,0.0278571099042892,,,0
-556596915495076025,55.65969159362632,-49.50760252509049,0.0521740801632404,19.88490295410156,0.2106359004974365,,,0
-655790434484581334,65.57904348060559,-48.45813342669525,0.0266756378114223,42.23088836669922,0.2202835381031036,,,0
-528119562270531705,52.81195621550149,-27.053170550741832,0.0391704849898815,18.401987075805664,0.0024947880301624,,,0
-532901569270531287,53.290156972695726,-27.053128714302048,0.0409608110785484,-81.38777923583984,0.0031055349390953,,,0
-528729714270524669,52.87297149286672,-27.052466939954527,0.0427628122270107,-6.124613285064697,0.9544212818145752,,,0
-531085259270522315,53.10852592352756,-27.05223152105111,0.0591257885098457,24.42671203613281,0.0054875896312296,,,0
2631982898654581122,263.19828981757524,65.45811222902213,0.0279422830790281,4.3343186378479,0.9859274625778198,,,0
2711090672662275243,271.1090672362276,66.22752437890153,0.0571930855512619,39.41167449951172,,,,0
2757314807649248037,275.73148076901145,64.92480374435912,0.0410456508398056,-77.576171875,0.0046619134955108,,,0
2703537716644367526,270.3537716961221,64.43675265414828,0.0088464803993701,61.11801528930664,0.9864963293075562,,,0
2721127815644759572,272.1127815476283,64.47595720186338,0.0432793758809566,5.935276031494141,0.1637531220912933,,,0
-593914368491021157,59.39143683511349,-49.10211574614931,0.0285471323877573,12.856186866760254,4.369112048152601e-06,,,0
2726558309644773728,272.65583096370943,64.47737283705072,0.0155808273702859,-84.45255279541016,1.0456017128512851e-11,,,0
-622855214471488080,62.285521479003314,-47.14880801436873,0.0287009496241807,-37.07501602172852,0.1364643275737762,,,0
-637013818463925222,63.70138184196848,-46.392522255529,0.0539417117834091,-65.276123046875,,,,0
-643591737463915328,64.35917372713713,-46.39153288141727,0.0266982316970825,80.74752044677734,,,,0
-600203970500133225,60.02039709255107,-50.013322537684125,0.0225587524473667,-20.282474517822266,,,,0
-621283845471455737,62.12838458859461,-47.14557373934956,0.0401616543531417,-6.481761932373047,2.7251337542111287e-06,,,0
-600838337500030219,60.08383375633902,-50.00302196752358,0.0354501530528068,87.15502166748047,,,,0
2712268378652035425,271.22683788661584,65.20354256080974,0.0190696381032466,24.179134368896484,0.8351212739944458,,,0
-571811225496034337,57.18112256368168,-49.60343377530729,0.0089238379150629,-28.749605178833008,0.037677738815546,,,0
2731427603657650349,273.14276039564294,65.76503494068729,0.039978053420782,82.68936157226562,0.984259843826294,,,0
2740969214657657225,274.09692141497817,65.76572255790427,0.0363745540380477,79.43994140625,0.7897130846977234,,,0
-540091707266965937,54.0091707582992,-26.696593758490632,0.0581887178122997,39.66323852539063,0.6782520413398743,,,0
-636017542483381622,63.60175424467345,-48.33816226036759,0.0267983563244342,-31.733034133911133,0.3152879774570465,,,0
2688328494676248030,268.8328494469483,67.62480302363994,0.0645580440759658,25.24608421325684,0.007645308971405,,,0
-594204113492254120,59.42041133265799,-49.22541202503809,0.0443678610026836,-52.50162506103516,0.330324113368988,,,0
2708268254643008497,270.8268254711639,64.30084979193532,0.0618949010968208,23.054946899414062,0.0008749001426622,,,0
2703822848643030200,270.38228488504177,64.30302002945196,0.0652747228741645,71.23562622070312,0.9318034052848816,,,0
2723949240643540032,272.3949240563199,64.3540032800678,0.0549871027469635,89.95419311523438,0.946142315864563,,,0
2705775025643044553,270.5775025710517,64.30445536639839,0.0578263737261295,78.18394470214844,5.9614357894588466e-09,,,0
-600420753478950182,60.04207537102288,-47.89501821573074,0.0395327396690845,-22.10704231262207,8.053854116951699e-08,,,0
2655269106676374993,265.5269106208156,67.63749935062809,0.0464465990662574,-76.5,0.0073093590326607,,,0
